brand,description,rating,ingredients,number_of_ingredients,number_of_reviews,price_USD,ingredients list
NARS,blush,4.7,"['Orgasm: Talc', 'Cetearyl Isononanoate', 'Zinc Stearate', 'Cetyl Acetate', 'Stearoxy Dimethicone', 'Isopropyl Lanolate', 'Silica', 'Propylparaben', 'Triclosan', 'Methylparaben', 'Acetylated Lanolin Alcohol', 'BHA. May Contain): Mica', 'CI 77891 (Titanium Dioxide)', 'CI 77491 (Iron Oxides)', 'CI 77492 (Iron Oxides)', 'CI 77499 (Iron Oxides)', 'CI 77742 (Manganese Violet)', 'CI 45410 (Red 28 Lake)', 'CI 73360 (Red 30 Lake)', 'CI 17200 (Red 33 Lake)', 'CI 15880 (Red 34 Lake).']",21.0,604,30.0,"'Orgasm: Talc', 'Cetearyl Isononanoate', 'Zinc Stearate', 'Cetyl Acetate', 'Stearoxy Dimethicone', 'Isopropyl Lanolate', 'Silica', 'Propylparaben', 'Triclosan', 'Methylparaben', 'Acetylated Lanolin Alcohol', 'BHA. May Contain): Mica', 'CI 77891 (Titanium Dioxide)', 'CI 77491 (Iron Oxides)', 'CI 77492 (Iron Oxides)', 'CI 77499 (Iron Oxides)', 'CI 77742 (Manganese Violet)', 'CI 45410 (Red 28 Lake)', 'CI 73360 (Red 30 Lake)', 'CI 17200 (Red 33 Lake)', 'CI 15880 (Red 34 Lake).'"
Urban Decay Cosmetics,travel-size-all-nighter-long-lasting-makeup-setting-spray,4.3,"['Aqua / Water', 'Alcohol Denat.', 'PVP', 'Dimethicone PEG-7 Phosphate', 'PPG-3 Benzyl Ether Myristate', 'Polyhydroxystearic Acid', 'Dipropylene Glycol', 'Isononyl Isononanoate', 'Ethylhexyl Isononanoate', 'Caprylyl Glycol', 'Sodium Cocamidopropyl PG-Dimonium Chloride Phosphate', 'Methyl Methacrylate Crosspolymer', 'Glycereth-5 Lactate', 'Sodium Hydroxide', 'Phenylpropanol', 'Parfum / Fragrance', 'Propanediol', 'Methyl Diisopropyl Propionamide', 'Poloxamer 407', 'Aloe Barbadensis Leaf Juice Powder', 'Maltodextrin', 'Hexyl Cinnamal', 'Linalool', 'Citronellol', 'Limonene', 'Benzyl Alcohol', 'Tocopherol', 'Potassium Sorbate', 'Sodium Benzoate', 'BHT.']",30.0,859,15.0,"'Aqua / Water', 'Alcohol Denat.', 'PVP', 'Dimethicone PEG-7 Phosphate', 'PPG-3 Benzyl Ether Myristate', 'Polyhydroxystearic Acid', 'Dipropylene Glycol', 'Isononyl Isononanoate', 'Ethylhexyl Isononanoate', 'Caprylyl Glycol', 'Sodium Cocamidopropyl PG-Dimonium Chloride Phosphate', 'Methyl Methacrylate Crosspolymer', 'Glycereth-5 Lactate', 'Sodium Hydroxide', 'Phenylpropanol', 'Parfum / Fragrance', 'Propanediol', 'Methyl Diisopropyl Propionamide', 'Poloxamer 407', 'Aloe Barbadensis Leaf Juice Powder', 'Maltodextrin', 'Hexyl Cinnamal', 'Linalool', 'Citronellol', 'Limonene', 'Benzyl Alcohol', 'Tocopherol', 'Potassium Sorbate', 'Sodium Benzoate', 'BHT.'"
It Cosmetics,your-skin-but-better-cc-airbrush-perfecting-powder,4.5,"['Active: Titanium Dioxide', 'Zinc Oxide. Inactive: Mica', 'Lauroyl Lysine', 'Zinc Stearate', 'Ethylhexyl Palmitate', 'Aqua (Water,Eau)', 'Silica', 'Hydrolyzed Collagen', 'Hyaluronic Acid', 'Niacinamide', 'Palmitoyl Tripeptide-1', 'Palmitoyl Tetrapeptide-7', 'Serica / Silk Powder / Poudre De Soie', 'Tocopherol', 'Glycine Soja (Soybean) Oil', 'Retinyl Palmitate', 'Silica Dimethyl Silylate', 'Ascorbyl Palmitate', 'Aloe Barbadensis Leaf Extract', 'Camellia Oleifera Leaf Extract', 'Camellia Sinensis Leaf Extract', 'Carica Paypaya Fruit Extract', 'Chamomilla Recutita Flower Extract', 'Olea Europaea Fruit Extract', 'Punica Granatum Extract', 'Rosa Canina Fruit Extract', 'Vitis Vinifera Seed Extract', 'Cholesteryl Chloride', 'Cholesteryl Nonanoate', 'Cholesteryl Oleyl Carbonate', 'Glycerin', 'Butylene Glycol', 'Carbomer', 'Polysorbate 20', 'Phenoxyethanol', 'BHT. May Contain: Iron Oxides (CI 77499', 'CI 77491', 'CI 77492).']",38.0,36,35.0,"'Active: Titanium Dioxide', 'Zinc Oxide. Inactive: Mica', 'Lauroyl Lysine', 'Zinc Stearate', 'Ethylhexyl Palmitate', 'Aqua (Water,Eau)', 'Silica', 'Hydrolyzed Collagen', 'Hyaluronic Acid', 'Niacinamide', 'Palmitoyl Tripeptide-1', 'Palmitoyl Tetrapeptide-7', 'Serica / Silk Powder / Poudre De Soie', 'Tocopherol', 'Glycine Soja (Soybean) Oil', 'Retinyl Palmitate', 'Silica Dimethyl Silylate', 'Ascorbyl Palmitate', 'Aloe Barbadensis Leaf Extract', 'Camellia Oleifera Leaf Extract', 'Camellia Sinensis Leaf Extract', 'Carica Paypaya Fruit Extract', 'Chamomilla Recutita Flower Extract', 'Olea Europaea Fruit Extract', 'Punica Granatum Extract', 'Rosa Canina Fruit Extract', 'Vitis Vinifera Seed Extract', 'Cholesteryl Chloride', 'Cholesteryl Nonanoate', 'Cholesteryl Oleyl Carbonate', 'Glycerin', 'Butylene Glycol', 'Carbomer', 'Polysorbate 20', 'Phenoxyethanol', 'BHT. May Contain: Iron Oxides (CI 77499', 'CI 77491', 'CI 77492).'"
Estée Lauder,double-wear-instant-fix-concealer-24h-concealer-hydra-prep,4.7,"['Ricinus Communis (Castor) Seed Oil', 'Diisostearyl Malate', 'Trioctyldodecyl Citrate', 'Lanolin Oil', 'Caprylic/Capric Triglyceride', 'Euphorbia Cerifera (Candelilla) Wax\\Candelilla Cera\\Cire De Candelilla', 'Castor Isostearate Succinate', 'Silica', 'Octyldodecanol', 'Ozokerite', 'Polyethylene', 'Polydecene', 'Bis-Diglyceryl Polyacyladipate-2', 'Ethylhexyl Palmitate', 'Triticum Vulgare (Wheat) Germ Extract', 'Olea Europaea (Olive) Fruit Extract', 'Triticum Vulgare (Wheat) Bran Extract', ""Hordeum Vulgare (Barley) Extract\\Extrait D'Orge"", 'Butyrospermum Parkii (Shea Butter)', 'Prunus Armeniaca (Apricot) Kernel Oil', 'Astrocaryum Murumuru Seed Butter', 'Ceramide 2', 'Squalane', 'Cholesterol', 'Sodium Hyaluronate', 'Linoleic Acid', 'Lauryl PCA', 'Acrylates Copolymer', 'Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer', 'Tocopheryl Acetate', 'Silica Dimethyl Silylate', 'Glyceryl Stearate', 'Oleic Acid', 'Butylene Glycol', 'Tetrahexyldecyl Ascorbate', 'Saccharin', 'Potassium Sulfate', 'Microcrystalline Wax\\Cera Microcristallina\\Cire Microcristalline', 'Calcium Sodium Borosilicate', 'Synthetic Fluorphlogopite', 'Polyethylene Terephthalate', 'Palmitic Acid', 'Calcium Aluminum Borosilicate', 'Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate', 'Vanillin', 'Fragrance (Parfum)', 'Barium Sulfate', 'Alumina. May Contain: Mica', 'Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77491)', 'Iron Oxides (CI 77492)', 'Iron Oxides (CI 77499)', 'Red 7 Lake (CI 15850)', 'Yellow 6 Lake (CI 15985)', 'Manganese Violet (CI 77742)', 'Yellow 5 Lake (CI 19140)', 'Red 22 Lake (CI 45380)', 'Red 30 Lake (CI 73360)', 'Red 6 (CI 15850)', 'Red 27 (CI 45410)', 'Bismuth Oxychloride (CI 77163)', 'Blue 1 Lake (CI 42090)', 'Red 28 Lake (CI 45410)', 'Orange 5 (CI 45370)', 'Red 33 Lake (CI 17200)', 'Red 21 (CI 45380)', 'Carmine (CI 75470).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']",67.0,132,29.0,"'Ricinus Communis (Castor) Seed Oil', 'Diisostearyl Malate', 'Trioctyldodecyl Citrate', 'Lanolin Oil', 'Caprylic/Capric Triglyceride', 'Euphorbia Cerifera (Candelilla) Wax\\Candelilla Cera\\Cire De Candelilla', 'Castor Isostearate Succinate', 'Silica', 'Octyldodecanol', 'Ozokerite', 'Polyethylene', 'Polydecene', 'Bis-Diglyceryl Polyacyladipate-2', 'Ethylhexyl Palmitate', 'Triticum Vulgare (Wheat) Germ Extract', 'Olea Europaea (Olive) Fruit Extract', 'Triticum Vulgare (Wheat) Bran Extract', ""Hordeum Vulgare (Barley) Extract\\Extrait D'Orge"", 'Butyrospermum Parkii (Shea Butter)', 'Prunus Armeniaca (Apricot) Kernel Oil', 'Astrocaryum Murumuru Seed Butter', 'Ceramide 2', 'Squalane', 'Cholesterol', 'Sodium Hyaluronate', 'Linoleic Acid', 'Lauryl PCA', 'Acrylates Copolymer', 'Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer', 'Tocopheryl Acetate', 'Silica Dimethyl Silylate', 'Glyceryl Stearate', 'Oleic Acid', 'Butylene Glycol', 'Tetrahexyldecyl Ascorbate', 'Saccharin', 'Potassium Sulfate', 'Microcrystalline Wax\\Cera Microcristallina\\Cire Microcristalline', 'Calcium Sodium Borosilicate', 'Synthetic Fluorphlogopite', 'Polyethylene Terephthalate', 'Palmitic Acid', 'Calcium Aluminum Borosilicate', 'Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate', 'Vanillin', 'Fragrance (Parfum)', 'Barium Sulfate', 'Alumina. May Contain: Mica', 'Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77491)', 'Iron Oxides (CI 77492)', 'Iron Oxides (CI 77499)', 'Red 7 Lake (CI 15850)', 'Yellow 6 Lake (CI 15985)', 'Manganese Violet (CI 77742)', 'Yellow 5 Lake (CI 19140)', 'Red 22 Lake (CI 45380)', 'Red 30 Lake (CI 73360)', 'Red 6 (CI 15850)', 'Red 27 (CI 45410)', 'Bismuth Oxychloride (CI 77163)', 'Blue 1 Lake (CI 42090)', 'Red 28 Lake (CI 45410)', 'Orange 5 (CI 45370)', 'Red 33 Lake (CI 17200)', 'Red 21 (CI 45380)', 'Carmine (CI 75470).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.'"
PÜR,4-in-1-pressed-mineral-powder-foundation-spf-15,4.7,"['Porcelain: Active: Titanium Dioxide 17.0%. Inactive: Mica', 'Bismuth Oxychloride', 'Caprylic/Capric Triglyceride', 'Boron Nitride', 'Zinc Stearate', 'Magnesium Silicate', 'Sodium Starch Octenylsuccinate', 'Mannitol', 'Sodium Gluconate', 'Citric Acid', 'Sodium Citrate', 'Waltheria Indica Leaf Extract', 'Dextrin', 'Ferulic Acid', 'Lactic Acid (L)', 'Butyrospermum Parkii (Shea) Butter', 'Retinol', 'Ceramide AP', 'Silica', 'Tocopheryl Acetate', 'Aqua', 'Glucosamine HCI', 'Pisum Sativum (Pea) Extract', 'Bambusa Vulgaris Leaf/Stem Extract', 'Magnesium Carbonate', 'Iron Oxides (CI 77491', 'CI 77492', 'CI 77499).']",28.0,4657,29.5,"'Porcelain: Active: Titanium Dioxide 17.0%. Inactive: Mica', 'Bismuth Oxychloride', 'Caprylic/Capric Triglyceride', 'Boron Nitride', 'Zinc Stearate', 'Magnesium Silicate', 'Sodium Starch Octenylsuccinate', 'Mannitol', 'Sodium Gluconate', 'Citric Acid', 'Sodium Citrate', 'Waltheria Indica Leaf Extract', 'Dextrin', 'Ferulic Acid', 'Lactic Acid (L)', 'Butyrospermum Parkii (Shea) Butter', 'Retinol', 'Ceramide AP', 'Silica', 'Tocopheryl Acetate', 'Aqua', 'Glucosamine HCI', 'Pisum Sativum (Pea) Extract', 'Bambusa Vulgaris Leaf/Stem Extract', 'Magnesium Carbonate', 'Iron Oxides (CI 77491', 'CI 77492', 'CI 77499).'"
Physicians Formula,butter-bronzer-murumuru-butter-bronzer,4.8,"['Talc', 'Synthetic Sapphire', 'Mica', 'Dimethiconol Stearate', 'Isostearyl Neopentanoate', 'Octyldodeyl Stearoyl Stearate', 'Astrocaryum Murumuru Seed Butter', 'Fragrance/Parfum', 'Polybutene', 'Caprylyl Glycol', 'Phenoxyethanol', 'Lauroyl Lysine', 'Astrocaryum Tucuma Seed Butter', 'Theobroma Grandiflorum Seed Butter', 'Hexylene Glycol', 'Tocopherol', 'Lecithin', 'Ascorbyl Palmitate', 'Glyceryl Stearate', 'Glyceryl Oleate', 'Citric Acid', 'Iron Oxides (Ci 77491', 'Ci 77492', 'Ci 77499)', 'Red 7 Lake (Ci 15850).']",25.0,1581,15.99,"'Talc', 'Synthetic Sapphire', 'Mica', 'Dimethiconol Stearate', 'Isostearyl Neopentanoate', 'Octyldodeyl Stearoyl Stearate', 'Astrocaryum Murumuru Seed Butter', 'Fragrance/Parfum', 'Polybutene', 'Caprylyl Glycol', 'Phenoxyethanol', 'Lauroyl Lysine', 'Astrocaryum Tucuma Seed Butter', 'Theobroma Grandiflorum Seed Butter', 'Hexylene Glycol', 'Tocopherol', 'Lecithin', 'Ascorbyl Palmitate', 'Glyceryl Stearate', 'Glyceryl Oleate', 'Citric Acid', 'Iron Oxides (Ci 77491', 'Ci 77492', 'Ci 77499)', 'Red 7 Lake (Ci 15850).'"
Dermablend,insta-grip-jelly-primer-3-in-1-multi-tasking-primer,4.8,"['Aqua / Water / Eau', 'Polysorbate 80', 'Glycerin', 'Dipropylene Glycol', 'PEG-150 Distearate', '1,2-Hexanediol', 'PEG-150 Stearate', 'Hydroxyacetophenone', 'Panthenol', 'PVP', 'PEG-150', 'Stearic Acid', 'Quercus Suber Bark Extract', 'Sodium Phytate.']",14.0,124,33.0,"'Aqua / Water / Eau', 'Polysorbate 80', 'Glycerin', 'Dipropylene Glycol', 'PEG-150 Distearate', '1,2-Hexanediol', 'PEG-150 Stearate', 'Hydroxyacetophenone', 'Panthenol', 'PVP', 'PEG-150', 'Stearic Acid', 'Quercus Suber Bark Extract', 'Sodium Phytate.'"
Lancôme,dual-finish-multi-tasking-powder-foundation,4.7,"['Talc', 'Mineral Oil', 'Squalane', 'Zinc Laurate', 'Stearic Acid', 'Linalool', 'Geraniol', 'Glyceryl Stearate', 'Triethanolamine', 'Isoeugenol', 'Cholesterol', 'Coumarin', 'Aluminum Myristates/Palmitates', 'Cinnamyl Alcohol', 'Farnesol', 'Limonene', 'Lanolin', 'Hydroxycitronellal', 'Petrolatum', 'Citronellol', 'Benzyl Benzoate', 'Benzyl Salicylate', 'Fragrance', 'Alpha-Isomethyl Ionone', 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde', 'Hexyl Cinnamal', 'Butylparaben. May Contain: Mica', 'Titanium Dioxide', 'Iron Oxides.']",29.0,1293,40.0,"'Talc', 'Mineral Oil', 'Squalane', 'Zinc Laurate', 'Stearic Acid', 'Linalool', 'Geraniol', 'Glyceryl Stearate', 'Triethanolamine', 'Isoeugenol', 'Cholesterol', 'Coumarin', 'Aluminum Myristates/Palmitates', 'Cinnamyl Alcohol', 'Farnesol', 'Limonene', 'Lanolin', 'Hydroxycitronellal', 'Petrolatum', 'Citronellol', 'Benzyl Benzoate', 'Benzyl Salicylate', 'Fragrance', 'Alpha-Isomethyl Ionone', 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde', 'Hexyl Cinnamal', 'Butylparaben. May Contain: Mica', 'Titanium Dioxide', 'Iron Oxides.'"
Benefit Cosmetics,hoola-matte-bronzing-powder,4.3,"['Original: Talc', 'Iron Oxides (CI 77491-CI 77492-CI 77499)', 'Zinc Stearate', 'Ethylhexyl Palmitate', 'Titanium Dioxide (CI 77891)', 'Dimethicone', 'Manganese Violet (CI 77742)', 'Methylparaben', 'Sodium Dehydroacetate', 'Boron Nitride', 'Propylparaben', 'Butylparaben.']",12.0,1547,30.0,"'Original: Talc', 'Iron Oxides (CI 77491-CI 77492-CI 77499)', 'Zinc Stearate', 'Ethylhexyl Palmitate', 'Titanium Dioxide (CI 77891)', 'Dimethicone', 'Manganese Violet (CI 77742)', 'Methylparaben', 'Sodium Dehydroacetate', 'Boron Nitride', 'Propylparaben', 'Butylparaben.'"
It Cosmetics,bye-bye-pores-silk-hd-anti-aging-micro-powder,4.7,"['Silica', 'Soluble Collagen', 'Magnesium Ascorbyl Phosphate', 'Tocopheryl Acetate', 'Hydrolyzed Silk', 'Aloe Barbadensis Leaf Juice', 'Hydrolyzed Collagen', 'Niacinamide', 'Ascorbyl Palmitate', 'Aqua/Water/Eau', 'Algae Extract', 'Avena Sativa Kernel Extract', 'Butylene Glycol', 'Camellia Sinensis Leaf Extract', 'Carbomer', 'Cholesteryl Chloride', 'Cholesteryl Nonanoate', 'Cholesteryl Oleyl Carbonate', 'Citric Acid', 'Glycerin', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Helianthus Annuus (Sunflower) Seed Oil', 'Olea Europaea Leaf Extract', 'Palmitoyl Oligopeptide', 'Palmitoyl Tetrapeptide-7', 'Phenoxyethanol', 'Polysorbate 20', 'Potassium Sorbate', 'Retinyl Palmitate', 'Rosa Canina Flower Extract', 'Sodium Benzoate', 'Sodium Hyaluronate', 'Tocopherol', 'Vitis Vinifera (Grape) Seed Extract. May Contain: Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77499', 'CI 77492', 'CI 77491).']",37.0,2289,29.0,"'Silica', 'Soluble Collagen', 'Magnesium Ascorbyl Phosphate', 'Tocopheryl Acetate', 'Hydrolyzed Silk', 'Aloe Barbadensis Leaf Juice', 'Hydrolyzed Collagen', 'Niacinamide', 'Ascorbyl Palmitate', 'Aqua/Water/Eau', 'Algae Extract', 'Avena Sativa Kernel Extract', 'Butylene Glycol', 'Camellia Sinensis Leaf Extract', 'Carbomer', 'Cholesteryl Chloride', 'Cholesteryl Nonanoate', 'Cholesteryl Oleyl Carbonate', 'Citric Acid', 'Glycerin', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Helianthus Annuus (Sunflower) Seed Oil', 'Olea Europaea Leaf Extract', 'Palmitoyl Oligopeptide', 'Palmitoyl Tetrapeptide-7', 'Phenoxyethanol', 'Polysorbate 20', 'Potassium Sorbate', 'Retinyl Palmitate', 'Rosa Canina Flower Extract', 'Sodium Benzoate', 'Sodium Hyaluronate', 'Tocopherol', 'Vitis Vinifera (Grape) Seed Extract. May Contain: Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77499', 'CI 77492', 'CI 77491).'"
MAC,mineralize-skinfinish-natural,4.2,"['Natural Dark: Talc', 'Mica', 'Dimethicone', 'Isopropyl Palmitate', 'Polysorbate 20', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Yeast Extract / Faex / Extrait De Levure', 'Tocopheryl Acetate', 'Lauroyl Lysine', 'Ethylhexyl Methoxycinnamate', 'Magnesium Aluminum Silicate', 'Sodium Dehydroacetate', 'Phenoxyethanol. May Contain: Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77491', 'CI 77492', 'CI 77499)', 'Bismuth Oxychloride (CI 77163)', 'Carmine (CI 75470)', 'Chromium Oxide Greens (CI 77288)', 'Chromium Hydroxide Green (CI 77289)', 'Ferric Ferrocyanide (CI 77510)', 'Manganese Violet (CI 77742)', 'Ultramarines (CI 77007)', 'Blue 1 Lake (CI 42090)', 'Red 6 (CI 15850)', 'Red 7 Lake (CI 15850)', 'Yellow 5 Lake (CI 19140)', 'Yellow 6 Lake (CI 15985).']",28.0,322,36.0,"'Natural Dark: Talc', 'Mica', 'Dimethicone', 'Isopropyl Palmitate', 'Polysorbate 20', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Yeast Extract / Faex / Extrait De Levure', 'Tocopheryl Acetate', 'Lauroyl Lysine', 'Ethylhexyl Methoxycinnamate', 'Magnesium Aluminum Silicate', 'Sodium Dehydroacetate', 'Phenoxyethanol. May Contain: Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77491', 'CI 77492', 'CI 77499)', 'Bismuth Oxychloride (CI 77163)', 'Carmine (CI 75470)', 'Chromium Oxide Greens (CI 77288)', 'Chromium Hydroxide Green (CI 77289)', 'Ferric Ferrocyanide (CI 77510)', 'Manganese Violet (CI 77742)', 'Ultramarines (CI 77007)', 'Blue 1 Lake (CI 42090)', 'Red 6 (CI 15850)', 'Red 7 Lake (CI 15850)', 'Yellow 5 Lake (CI 19140)', 'Yellow 6 Lake (CI 15985).'"
BareMinerals,mineral-veil-finishing-powder,3.6,"['Zea Mays (Corn Starch)', 'Corn Starch Modified', 'Zinc Stearate', 'Magnesium Stearate. May Contain: Iron Oxides (CI 77491', 'CI 77492', 'CI 77499).']",6.0,2046,24.0,"'Zea Mays (Corn Starch)', 'Corn Starch Modified', 'Zinc Stearate', 'Magnesium Stearate. May Contain: Iron Oxides (CI 77491', 'CI 77492', 'CI 77499).'"
