brand,description,href,id,url,number of ratings,rating,price,ingredients,number_of_reviews,price_USD,number_of_ingredients
Pravana,intense-therapy-leave-in-treatment,/intense-therapy-leave-in-treatment?productId=xlsImpprod6500349,xlsImpprod6500349,https://www.ulta.com/intense-therapy-leave-in-treatment?productId=xlsImpprod6500349,527 reviews,3.10,Price$19.99,"['Water (Aqua/Eau)', 'Cyclomethicone', 'Phenyl Trimethicone', 'Amodimethicone', 'Calycophyllum Spruceanum Bark Extract', 'Theobroma Grandiflorum Fruit Extract', 'Hydrolyzed Quinoa', 'Bertholletia Excelsa Seed Extract', 'Simmondsia Chinensis (Jojoba) Seed Extract', 'Equisetum Arvense Extract', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Helianthus Annuus (Sunflower) Extract', 'Arnica Montana Flower Extract', 'Hydrolyzed Oats', 'Hydrolyzed Cotton Seed Protein', 'Hydrolyzed Soy Protein', 'PEG-12 Dimethicone', 'Panthenol', 'Tetrasodium EDTA', 'Citric Acid', 'Fragrance (Parfum).']",527,19.99,21
Pureology,limited-edition-colour-fanatic-multi-tasking-hair-beautifier,/limited-edition-colour-fanatic-multi-tasking-hair-beautifier?productId=xlsImpprod5800064,xlsImpprod5800064,https://www.ulta.com/limited-edition-colour-fanatic-multi-tasking-hair-beautifier?productId=xlsImpprod5800064,853 reviews,4.70,Price$27.00,"['Aqua/Water/Eau', 'Cocos Nucifera Oil/Coconut Oil', 'Amodimethicone', 'PPG-5-Ceteth-10 Phosphate', 'Polyquaternium-37', 'Phenoxyethanol', 'Propylene Glycol Dicaprylate/Dicaprate', 'Acetamide Mea', 'Parfum / Fragrance', 'Lactamide Mea', 'Dimethicone PEG-7 Phosphate', 'Butylene Glycol', 'PPG-1 Trideceth-6', 'Trideceth-6', 'Behentrimonium Chloride', 'Xylose', 'Ethylhexylglycerin', 'Helianthus Annuus Seed Extract/Sunflower Seed Extract', 'Sodium Hydroxide', 'Linalool', 'Benzophenone-4', 'Cetrimonium Chloride', 'Tocopherol', 'Olea Europaea Oil /Olive Fruit Oil', 'Camelina Sativa Oil / Camelina Sativa Seed Oil', 'Ascorbyl Glucoside', 'Benzyl Alcohol', 'Geraniol', 'Citronellol', 'Benzyl Salicylate', 'Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', 'Isoeugenol', 'Foeniculum Vulgare (Fennel) Seed Extract', 'Melanin.']",853,27.00,34
L'anza,healing-color-care-color-preserving-trauma-treatment,/healing-color-care-color-preserving-trauma-treatment?productId=xlsImpprod10112008,xlsImpprod10112008,https://www.ulta.com/healing-color-care-color-preserving-trauma-treatment?productId=xlsImpprod10112008,95 reviews,4.00,Price$32.00,"['Water/Eau (Aqua)', 'Hydroxyethylcellulose', 'Sodium Hydroxide', 'Disodium EDTA', 'Cetearyl Alcohol', 'Glycereth-26', 'Cetrimonium Chloride', 'Steartrimonium Chloride', 'Phenoxyethanol', 'Methylparaben', 'Ethylparaben', 'Propylparaben', 'Butylparaben', 'Aleurites Moluccana (Kukui) Seed Oil', 'Macadamia Ternifolia (Macadamia Nut) Seed Oil', 'Dimethiconol Meadowfoamate', 'Trimethylsiloxyamodimethicone ', 'C11-15 Pareth-7', 'C12-16 Pareth-9', 'Glycerin', 'Trideceth-12', 'Polyether-1', 'Cyclopentasiloxane ', 'Dimethicone', 'Glycerin', 'Urea', 'Saccharide Hydrolysate', 'Magnesium Aspartate ', 'Glycine ', 'Alanine ', 'Creatine', 'Citrus Medica Limonum (Lemon) Fruit Extract', 'Fumaria Officinalis (Fumitory) Extract', 'Fumaric Acid', 'Ergothioneine', 'Ceramide 2', 'PPG-4-Ceteth-20', 'Dipropylene Glycol', 'Sodium PCA', 'Magnesium PCA', 'Zinc PCA', 'Manganese PCA', 'Cinnamidopropyltrimonium Chloride', 'Sodium Benzotriazolyl Butylphenol Sulfonate', 'Buteth-3', 'Tributyl Citrate', 'Ethylhexyl Methoxycinnamate', 'Calendula Officinalis Flower Extract', 'Centaurea Cyanus (Cornflower) Flower Extract', 'Hibiscus Sabdariffa (Hibiscus) Flower Extract ', 'Orchis Morio Flower (Orchid) Extract ', 'Gardenia Florida (Gardenia) Extract ', 'Rosa Centifolia (Yellow Rose) Flower Extract', 'Echinacea Purpurea (Coneflower) Extract', 'Keratin Amino Acids', 'Fragrance (Parfum)', 'Benzyl Alcohol', 'Citral', 'Geraniol', 'Hexyl Cinnamal', 'Linalool.']",95,32.00,61
Chi,silk-infusion-silk-reconstructing-complex,/silk-infusion-silk-reconstructing-complex?productId=xlsImpprod4730019,xlsImpprod4730019,https://www.ulta.com/silk-infusion-silk-reconstructing-complex?productId=xlsImpprod4730019,333 reviews,5.00,Price$29.50,"['Cyclopentasiloxane', 'Cyclotetrasiloxane', 'Dimethiconol', 'C12-15 Alkyl Benzoate', 'Phenoxyethanol', 'Hydrolyzed Silk', 'Hydrolyzed Corn Protein', 'Hydrolyzed Wheat Protein', 'Hydrolyzed Soy Protein', 'Fragrance (Parfum)', 'Benzyl Benzoate', 'Butylphenyl Methylpropional', 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde', 'Hexyl Cinnamal', 'Citronellol', 'Coumarin', 'Linalool', 'Geraniol.']",333,29.50,18
It's A 10,miracle-leave-in-plus-keratin,/miracle-leave-in-plus-keratin?productId=xlsImpprod6481240,xlsImpprod6481240,https://www.ulta.com/miracle-leave-in-plus-keratin?productId=xlsImpprod6481240,1293 reviews,3.70,Price$20.99,"['Water (Aqua)', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Propylene Glycol', 'Hydrolyzed Keratin', 'Keratin Amino Acids', 'Cyclopentasiloxane', 'Fragrance', 'Camellia Sinensis Leaf Extract', 'Aloe Barbadensis Leaf Juice', 'Butylene Glycol', 'Helianthus Annuus (Sunflower) Seed Extract', 'Panthenol', 'Quaternium 80', 'Silk Amino Acids', 'Hydroxycitronellal', 'Benzyl Salicylate', 'Hydroxyisohexyl 3 Cylcohexene Carboxaldehyde', 'Butylphenyl Methylpropianal', 'Linalool', 'Citronellol', 'Limonene', 'Methylparaben', 'Propylparaben', 'Methychloroisothiazolinone.']",1293,20.99,25
Grow Gorgeous,hair-density-serum,/hair-density-serum?productId=xlsImpprod12041963,xlsImpprod12041963,https://www.ulta.com/hair-density-serum?productId=xlsImpprod12041963,971 reviews,4.50,Price$34.99,"['Aqua (Water)', 'Pentylene Glycol', 'Butylene Glycol', 'Propanediol', 'Arginine', 'Lactic Acid', 'Sodium Hyaluronate', 'Dextran', 'Glycine Soja Germ Extract', 'Triticum Vulgare Germ Extract', 'Daucus Carota Sativa Extract', 'Acetyl Tetrapeptide-3', 'Trifolium Pratense Flower Extract', 'Gluconolactone', 'Pisum Sativum Extract', 'Scutellaria Baicalensis Root Extract', 'Caramel', 'Sodium Benzoate', 'Calcium Gluconate', 'Phenoxyethanol', 'Chlorphenesin', 'PEG-40 Hydrogenated Castor Oil', 'Parfum (Fragrance)', 'PPG-26-Buteth-26', 'Alpha-Isomethyl Ionone', 'Linalool', 'Limonene¿ Butylphenyl Methylpropional', 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde.']",971,34.99,28
Redken,extreme-anti-snap-anti-breakage-leave-in-treatment,/extreme-anti-snap-anti-breakage-leave-in-treatment?productId=xlsImpprod15511085,xlsImpprod15511085,https://www.ulta.com/extreme-anti-snap-anti-breakage-leave-in-treatment?productId=xlsImpprod15511085,367 reviews,3.60,Price$21.00,"['Aqua/Water/Eau', 'Polyacrylamide', 'Phenoxyethanol', 'Amodimethicone', 'C13-14', 'Isoparaffin', 'Isopropyl Myristate', 'Parfum/ Fragrance', 'Laureth-7', 'Xylose', 'Hydrolyzed Soy Protein', 'Trideceth-6', 'Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', 'Arginine', 'Citric Acid', 'Cetyl Alcohol', 'Cetrimonium Chloride', 'Behentrimonium Methosulfate', 'Benzyl Benzoate', 'Quaternium-33', 'Limonene', 'Benzyl Alcohol', 'Linalool', '2-Oleamido-1,3-Octadecanediol.']",367,21.00,24
Nioxin,hair-care-kit-system-4-color-treated-hair-with-progressed-thinning,/hair-care-kit-system-4-color-treated-hair-with-progressed-thinning?productId=xlsImpprod17531175,xlsImpprod17531175,https://www.ulta.com/hair-care-kit-system-4-color-treated-hair-with-progressed-thinning?productId=xlsImpprod17531175,75 reviews,4.70,Price$45.00,"['Cleanser Shampoo: Water/Eau', 'Sodium Laureth Sulfate', 'Sodium Lauryl Sulfate', 'Citric Acid', 'Sodium Chloride', 'Ppg-2 Hydroxyethyl Coco/ Isostearamide', 'Sodium Citrate', 'Sodium Xylenesulfonate', 'Sodium Benzoate', 'Salicylic Acid', 'Sodium Hydroxide', 'Tetrasodium Edta', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Trisodium Ethylenediamine Disuccinate', 'Methylparaben', 'Polyquaternium-10', 'Propylene Glycol', 'Camellia Sinensis Leaf Extract', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Tocopheryl Acetate', 'Foeniculum Vulgare (Fennel) Fruit Extract', 'Sodium Acetate', 'Isopropyl Alcohol', 'Yellow 5', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Blue 1', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Red 33', 'Potassium Sorbate.Scalp Therapy Conditioner: Water/Eau', 'Cetyl Alcohol', 'Stearamidopropyl Dimethylamine', 'Stearyl Alcohol', 'Quaternium-18', 'Phenoxyethanol', 'Benzyl Alcohol', 'Cetearyl Alcohol', 'Hydroxypropyl Guar', 'Bis- Aminopropyl Dimethicone', 'Glyceryl Stearate', 'Oleyl Alcohol', 'Methylparaben', 'Propylparaben', 'Polysorbate 60', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Edta', 'Hydroxyethylcellulose', 'Citric Acid', 'Propylene Glycol', 'Camellia Sinensis Leaf Extract', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Tocopheryl Acetate', 'Foeniculum Vulgare (Fennel) Fruit Extract', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Blue 1', 'Potassium Sorbate', 'Sodium Benzoate.Scalp and Hair Treatment: Water/Eau', 'Niacinamide', 'Phenylbenzimidazole Sulfonic Acid', 'Caffeine', 'Polysorbate 20', 'Benzophenone-4', 'Sodium Hydroxide', 'Benzyl Alcohol', 'Sodium Benzoate', 'Phenoxyethanol', 'Peg-12 Dimethicone', 'Citric Acid', 'Cocamidopropyl Betaine', 'Acetamide Mea', 'Isopropyl C12-15-Pareth-9 Carboxylate', 'Tetrasodium Edta', 'Propylene Glycol', 'Methyl Nicotinate', 'Sodium Chloride', 'Fragrance/Parfum', 'Polysorbate 60', 'Polysorbate 80', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Peg-23M', 'Camellia Sinensis Leaf Extract', 'Limonene', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Tocopheryl Acetate', 'Foeniculum Vulgare (Fennel) Fruit Extract', 'Silica', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Potassium Sorbate.']",75,45.00,117
Joico,ulta/browse/productDetail.jsp,/ulta/browse/productDetail.jsp?productId=xlsImpprod14591047,xlsImpprod14591047,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=xlsImpprod14591047,344 reviews,4.20,Price$21.99,"['Water/Aqua/Eau', 'Butylene Glycol,Dimethicone Sorbitol', 'Behenyl Alcohol', 'Behentrimonium Chloride', 'Stearyl Alcohol', 'Cetyl Alcohol', 'Glyceryl Oleate', 'Schinziophyton Rautanenii Kernel Oil', 'Pentapeptide-30 Cysteinamide', 'Pentapeptide-29 Cysteinamide', 'Tetrapeptide-29 Argininamide', 'Tetrapeptide-28 Argininamide', 'Keratin', 'Hydrolyzed Keratin', 'Cocodimonium Hydroxypropyl Hydrolyzed Keratin', 'Aleurites Moluccana Seed Oil', 'Arginine HCL', 'Hydrogenated Castor Oil/Sebacic Acid Copolymer', 'Argania Spinosa Kernel Oil', 'Psidium Guajava Fruit Extract', 'Thioctic Acid', 'Oenothera Biennis (Evening Primrose) Oil', 'Tocopheryl Acetate', 'Aloe Barbadensis Leaf Juice', 'Aminopropyl Dimethicone', 'Hydrolyzed Keratin PG-Propyl Methylsilanediol', 'Allantoin', 'Glycolipids', 'Phenoxyethanol', 'Stearyl Dihydroxypropyldimonium Oligosaccharides', 'Steartrimonium Oligosaccharides', 'Steartrimonium Chloride', 'Octyldodecanol', 'Propylene Glycol', 'PEG-6 Methyl Ether Dimethicone', 'PEG-90m', 'Citric Acid', 'Glycerin', 'Hyaluronic Acid', 'Polyquaternium-55', 'Polysilicone-19', 'Dipropylene Glycol', 'Butyl Methoxydibenzoylmethane', 'Isopropyl Alcohol', 'Sodium Ascorbyl Phosphate', 'Sodium Hydroxide', 'Alpha-Isomethyl Ionone', 'Butylphenyl Methylpropional', 'Fragrance/Parfum.']",344,21.99,49
Grow Gorgeous,hair-density-serum-intense,/hair-density-serum-intense?productId=xlsImpprod19041011,xlsImpprod19041011,https://www.ulta.com/hair-density-serum-intense?productId=xlsImpprod19041011,10 reviews,4.40,Price$50.00,"['Aqua (Water)', 'Butylene Glycol', 'Caffeine', 'Propanediol', 'Dimethyl Isosorbide', 'Maltodextrin', 'Glycerin', 'PPG-26-Buteth-26', 'Acetyl Tetrapeptide-3', 'Sodium Hyaluronate Crosspolymer', 'Hydrolyzed Sodium Hyaluronate', 'Arginine', 'Glycine', 'Lactic Acid', 'Gluconolactone', 'Zinc Chloride', 'Calcium Gluconate', 'Trifolium Pratense Flower Extract', 'Scutellaria Baicalensis Root Extract', 'Glycine Soja Germ Extract', 'Triticum Vulgare Germ Extract', 'Larix Europaea Wood Extract', 'Pisum Sativum Extract', 'Camelia Sinensis Leaf Extract', 'Dextran', 'Pentylene Glycol', 'Urea', 'Trisodium Ethylenediamine Disuccinate', 'PEG-40 Hydrogenated Castor Oil', 'Polyacrylate Crosspolymer-6', 'Hydroxyethylcellulose', 'Xanthan Gum', 'Sodium Metabisulphite', 'Sodium Benzoate', 'Ethylhexylglycerin', 'Phenoxyethanol', 'Chlorphenesin', 'Parfum (Fragrance)', 'Cinnamyl Alcohol', 'Alpha-Isomethyl Ionone', 'Linalool', 'Limonene', 'Butylphenyl Methylpropional', 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde.']",10,50.00,44
Redken,diamond-oil-glow-dry,/diamond-oil-glow-dry?productId=xlsImpprod12801053,xlsImpprod12801053,https://www.ulta.com/diamond-oil-glow-dry?productId=xlsImpprod12801053,312 reviews,4.50,Price$32.00,"['Cyclopentasiloxane', 'Alcohol Denat.', 'Parfum / Fragrance.']",312,32.00,3
Pureology,strength-cure-best-blonde-miracle-filler-treatment,/strength-cure-best-blonde-miracle-filler-treatment?productId=xlsImpprod19091045,xlsImpprod19091045,https://www.ulta.com/strength-cure-best-blonde-miracle-filler-treatment?productId=xlsImpprod19091045,73 reviews,4.80,Price$27.00,"['Aqua/Water/Eau', 'Cocos Nucifera Oil /Coconut Oil', 'Amodimethicone', 'Polyquaternium-37', 'Ppg-5-Ceteth-10 Phosphate', 'Phenoxyethanol', 'Propylene Glycol Dicaprylate/Dicaprate', 'Parfum/Fragrance', 'Acetamide Mea', 'Lactamide Mea', 'Dimethicone Peg-7 Phosphate', 'Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol', 'Behentrimonium Chloride', 'Trideceth-6', 'Ppg-1 Trideceth-6', 'Coriandrum Sativum Oil /Coriander Seed Oil', 'Xylose', 'Hexadimethrine Chloride', 'Tocopherol', 'Poly(Linseed Oil)', 'Cetrimonium Chloride', 'Propylene Glycol', 'Geraniol', 'Helianthus Annuus Seed Extract/Sunflower Seed Extract', 'Chamomilla Recutita Extract/Matricaria Flower Extract', 'Citrus Medica Limonum Extract/Lemon Fruit Extract', 'Ci 42090/Blue 1', 'Ci 17200/Red 33', 'Sodium Hydroxide.']",73,27.00,29
Macadamia Professional,nourishing-repair-masque,/nourishing-repair-masque?productId=xlsImpprod12151255,xlsImpprod12151255,https://www.ulta.com/nourishing-repair-masque?productId=xlsImpprod12151255,209 reviews,4.70,Sale Price$27.00Original Price$36.00,"['Water (Aqua)', 'Cetearyl Alcohol', 'Glycerin', 'Cetyl Palmitate', 'Behentrimonium Chloride', 'Fragrance (Parfum)', 'Dimethicone', 'Macadamia Ternifolia (Macadamia) Seed Oil', 'Argania Spinosa (Argan) Kernel Oil', 'Aminomethyl Propanol', 'Amodimethicone', 'Cetrimonium Chloride', 'Citric Acid', 'Sodium PCA', 'Trideceth-12', 'Benzoic Acid', 'C11-15 Pareth-7', 'Laureth-9', 'Benzyl Alcohol', 'Butylene Glycol', 'Chlorphenesin', 'Phenoxyethanol', 'Sorbic Acid', 'Salicylic Acid', 'Butylphenyl Methylpropional', 'Hexyl Cinnamal', 'Limonene', 'Linalool', 'Caramel', 'Yellow 6 (CI 15985).']",209,27.00,30
It's A 10,silk-express-miracle-silk-hair-mask,/silk-express-miracle-silk-hair-mask?productId=xlsImpprod11261019,xlsImpprod11261019,https://www.ulta.com/silk-express-miracle-silk-hair-mask?productId=xlsImpprod11261019,84 reviews,4.80,Price$36.99,"['Aqua (Water/Eau)', 'Glycerin', 'Dimethicone', 'Cyclopentasiloxane', 'Cetyl Alcohol', 'Isopropyl Palmitate', 'Behentrimonium Chloride', 'Fragrance/Parfum', 'Methyl Gluceth-20', 'Keratin Amino Acids', 'Hydrolyzed Silk', 'Morus Alba Leaf Extract', 'Elaeis Guineensis (Palm) Oil', 'Cinnamidopropyltrimonium Chloride', 'Hydroxyethylcellulose', 'Dimethiconol', 'Hydrolyzed Collagen', 'Benzyl Salicylate', 'Linalool', 'Citric Acid', 'Methylchloroisothiazolinone', 'Methylisothiazolinone.']",84,36.99,22
Bumble and bumble,bbhairdressers-invisible-oil-heatuv-protective-primer,/bbhairdressers-invisible-oil-heatuv-protective-primer?productId=xlsImpprod16451004,xlsImpprod16451004,https://www.ulta.com/bbhairdressers-invisible-oil-heatuv-protective-primer?productId=xlsImpprod16451004,503 reviews,4.70,Price$28.00,"['Water\\Aqua\\Eau', 'Cetearyl Alcohol', 'Butylene Glycol', 'PEG-12 Glyceryl Dimyristate', 'Vitis Vinifera (Grape) Seed Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Macadamia Integrifolia Seed Oil', 'Cocos Nucifera (Coconut) Oil', 'Gardenia Tahitensis (Tiare) Flower Extract', 'Argania Spinosa Kernel Oil', 'Carthamus Tinctorius (Safflower) Seed Oil', 'Hydroxypropyltrimonium Hydrolyzed Corn Starch', 'Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', 'Hydrolyzed Wheat Protein PG-Propyl Silanetriol', 'Dimethicone', 'Glycerin', 'Sodium Hyaluronate', 'Behentrimonium Methosulfate', 'Distearyldimonium Chloride', 'Dimethiconol', 'Cetrimonium Chloride', 'Butyl Methoxydibenzoylmethane', 'Ethylhexyl Methoxycinnamate', 'Sodium Chloride', 'Citric Acid', 'BHT', 'Fragrance (Parfum)', 'Hexyl Cinnamal', 'Linalool', 'Limonene', 'Coumarin', 'Butylphenyl Methylpropional', 'Potassium Sorbate', 'Phenoxyethanol.Free of Sulfate Cleansers. Formulated with UV Filters to help protect hair against the drying effects of the sun. Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']",503,28.00,34
Nioxin,hair-care-kit-system-2-finenormal-hair-with-progressed-thinning,/hair-care-kit-system-2-finenormal-hair-with-progressed-thinning?productId=xlsImpprod17531171,xlsImpprod17531171,https://www.ulta.com/hair-care-kit-system-2-finenormal-hair-with-progressed-thinning?productId=xlsImpprod17531171,62 reviews,4.10,Price$45.00,"['Cleanser Shampoo: Water/Eau', 'Sodium Laureth Sulfate', 'Sodium Lauryl Sulfate', 'Cocamidopropyl Betaine', 'Sodium Citrate', 'Sodium Xylenesulfonate', 'Sodium Chloride', 'Cocamide Mea', 'Sodium Benzoate', 'Citric Acid', 'Salicylic Acid', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Tetrasodium Edta', 'Sodium Hydroxide', 'Methylparaben', 'Propylene Glycol', 'Camellia Sinensis Leaf Extract', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Tocopheryl Acetate', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Humulus Lupulus (Hops) Flower Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Yellow 5', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Blue 1', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Red 33', 'Potassium Sorbate.Scalp Therapy Conditioner: Water/Eau', 'Cetyl Alcohol', 'Stearamidopropyl Dimethylamine', 'Stearyl Alcohol', 'Quaternium-18', 'Phenoxyethanol', 'Benzyl Alcohol', 'Cetearyl Alcohol', 'Hydroxypropyl Guar', 'Glyceryl Stearate', 'Hydroxyethylcellulose', 'Oleyl Alcohol', 'Methylparaben', 'Propylparaben', 'Polysorbate 60', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Bis-Aminopropyl Dimethicone', 'Edta', 'Propylene Glycol', 'Citric Acid', 'Camellia Sinensis Leaf Extract', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Tocopheryl Acetate', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Humulus Lupulus (Hops) Flower Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Yeast Extract/ Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Blue 1', 'Potassium Sorbate', 'Sodium Benzoate.Scalp and Hair Treatment: Water/Eau', 'Niacinamide', 'Phenylbenzimidazole Sulfonic Acid', 'Caffeine', 'Polysorbate 20', 'Benzophenone-4', 'Sodium Hydroxide', 'Benzyl Alcohol', 'Sodium Benzoate', 'Phenoxyethanol', 'Peg-12 Dimethicone', 'Citric Acid', 'Cocamidopropyl Betaine', 'Acetamide Mea', 'Isopropyl C12-15-Pareth-9 Carboxylate', 'Propylene Glycol', 'Tetrasodium Edta', 'Methyl Nicotinate', 'Sodium Chloride', 'Fragrance/Parfum', 'Polysorbate 60', 'Polysorbate 80', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Peg-23M', 'Camellia Sinensis Leaf Extract', 'Limonene', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Tocopheryl Acetate', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Humulus Lupulus (Hops) Flower Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Silica', 'Yeast Extract/ Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Potassium Sorbate.']",62,45.00,120
Alterna,caviar-anti-aging-replenishing-moisture-cc-cream,/caviar-anti-aging-replenishing-moisture-cc-cream?productId=xlsImpprod12291945,xlsImpprod12291945,https://www.ulta.com/caviar-anti-aging-replenishing-moisture-cc-cream?productId=xlsImpprod12291945,246 reviews,4.60,Price$42.00,"['Water/Aqua/Eau', 'Cetearyl Alcohol', 'Cyclopentasiloxane', 'Dimethicone', 'Cyclohexasiloxane', 'Propanediol', 'Glycerin', 'Panthenol', 'Polyquaternium-55', 'Behentrimonium Chloride', 'Algae Extract', 'Caviar Extract', 'Tocopheryl Acetate', 'Polysilicone-15', 'Ascorbic Acid', 'Phospholipids', 'Helianthus Annuus (Sunflower) Seed Oil', 'Chamomilla Recutita (Matricaria) Extract', 'Honey Extract (Mel Extract)', 'Citrus Limon (Lemon) Peel Extract', 'Superoxide Dismutase', 'Polyquaternium-11', 'Polyimide-1', 'Saccharomyces/Magnesium Ferment', 'Saccharomyces/Copper Ferment', 'Saccharomyces/Silicon Ferment', 'Saccharomyces/Zinc Ferment', 'Saccharomyces/Iron Ferment', 'Butylene Glycol', 'Amodimethicone', 'C11-15 Pareth-7', 'Laureth-9', 'Trideceth-12', 'Isopropyl Alcohol', 'Alcohol Denat.', 'Potassium Sorbate', 'Caprylyl Glycol', 'Disodium EDTA', 'Citric Acid', 'Phenoxyethanol', 'Methylisothiazolinone', 'Fragrance (Parfum).']",246,42.00,42
