brand,description,href,id,url,number of ratings,rating,price,ingredients,number_of_reviews,price_USD,number_of_ingredients
Redken,high-rise-volume-lifting-shampoo,/high-rise-volume-lifting-shampoo?productId=xlsImpprod13831013,xlsImpprod13831013,https://www.ulta.com/high-rise-volume-lifting-shampoo?productId=xlsImpprod13831013,358 reviews,4.50,Price$20.00,"['Aqua / Water', 'Sodium Laureth Sulfate', 'Coco-Betaine', 'Sodium Lauryl Sulfate', 'Sodium Chloride', 'Glycol Distearate', 'Hexylene Glycol', 'Parfum / Fragrance', 'Aminopropyl Triethoxysilance', 'Acrylates Copolymer', 'Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', 'Alcohol Denat.', 'Polyquaternium-30', 'Citric Acid', 'Benzyl Alcohol', 'Linalool', 'Hexyl Cinnamal', 'Magnesium Nitrate', 'Alpha-Isomethyl Ionone', 'Limonene', 'Methylchloroisothiazolinone', 'Magnesium Chloride', 'Methylisothiazolinone', 'Sodium Hydroxide.']",358,20.00,24
Alterna,caviar-anti-aging-restructuring-bond-repair-conditioner,/caviar-anti-aging-restructuring-bond-repair-conditioner?productId=pimprod2000177,pimprod2000177,https://www.ulta.com/caviar-anti-aging-restructuring-bond-repair-conditioner?productId=pimprod2000177,33 reviews,4.30,Price$34.00,"['Water/Aqua/Eau', 'Phenyl Trimethicone', 'Behentrimonium Chloride', 'Cetyl Alcohol', 'Stearyl Alcohol,']",33,34.00,5
Joico,k-pak-color-therapy-shampoo,/k-pak-color-therapy-shampoo?productId=xlsImpprod6500393,xlsImpprod6500393,https://www.ulta.com/k-pak-color-therapy-shampoo?productId=xlsImpprod6500393,337 reviews,4.40,Price$16.99,"['Water/Aqua/Eau', 'Sodium Laureth Sulfate', 'Cocamidopropyl Betaine', 'Glycol Distearate', 'Propylene Glycol', 'Sodium Methyl Cocoyl Taurate', 'Cocamide Mea', 'Sorbitol', 'Pentapeptide-29 Cysteinamide', 'Pentapeptide-30 Cysteinamide', 'Tetrapeptide-28 Argininamide', 'Tetrapeptide-29 Argininamide', 'Keratin', 'Hydrolyzed Keratin', 'Cocodimonium Hydroxypropyl Hydrolyzed Keratin', 'Hydrolyzed Keratin Pg-Propyl Methylsilanediol', 'Aleurites Moluccana Seed Oil', 'Schinziophyton Rautanenii Kernel Oil', 'Psidium Guajava Fruit Extract', 'Aloe Barbadensis Leaf Juice', 'Oenothera Biennis (Evening Primrose) Oil', 'Tocopheryl Acetate', 'Hyaluronic Acid', 'Glycolipids', 'Sodium Cocoamphoacetate', 'Guar Hydroxypropyltrimonium Chloride', 'Amodimethicone', 'Citric Acid', 'DMDM Hydantoin', 'Disodium EDTA', 'Hydrogenated Castor Oil/Sebacic Acid Copolymer', 'C11-15 Pareth-7', 'PEG-150 Pentaerythrityl Tetrastearate', 'Sodium Citrate', 'Laureth-9', 'Glycerin', 'Trideceth-12', 'PEG-6 Caprylic/Capric Glycerides', 'Polyquaternium-55', 'Arginine HCL', 'Thioctic Acid', 'Butyl Methoxydibenzoylmethane', 'Allantoin', 'Sodium Ascorbyl Phosphate', 'Methylparaben', 'Sodium Hydroxide', 'Butylphenyl Methylpropional', 'Fragrance/Parfum.']",337,16.99,48
Living Proof,go-beyond-clean-set,/go-beyond-clean-set?productId=pimprod2010761,pimprod2010761,https://www.ulta.com/go-beyond-clean-set?productId=pimprod2010761,2 reviews,4.40,Price$24.00Market Value($38 value),"['Isobutane', 'Propane', 'Alcohol Denat', 'Oryza Sativa (Rice) Starch', 'Cellulose', 'Octafluoropentyl Methacrylate (OFPMA)', 'Caprylyl Glycol', 'Dipropylene Glycol', 'Citronellyl Methylcrotonate', 'Hydroxypropylcellulose', 'Hydrated Silica', 'Cetrimonium Chloride', 'Zeolite', 'Ethylcellulose', 'Octoxynol-10', 'Disteardimonium Hectorite', 'Water/Eau/Aqua', 'Fragrance/Parfum', 'Ethylhexylglycerin', 'Phenethyl Alcohol', 'Benzyl Benzoate', 'Hexyl Cinnamal', 'Linalool', 'Coumarin.']",2,24.00,24
Drybar,limited-edition-detox-dry-shampoo-coconut-colada-scent,/limited-edition-detox-dry-shampoo-coconut-colada-scent?productId=pimprod2005278,pimprod2005278,https://www.ulta.com/limited-edition-detox-dry-shampoo-coconut-colada-scent?productId=pimprod2005278,24 reviews,4.80,Price$23.00,"['Isobutane', 'Propane', 'Dimethylimidazolidinone Rice Starch', 'Alcohol Denat.', 'Aluminum Starch Octenylsuccinate', 'AMP-Isostearoyl Hydrolyzed Wheat Protein', 'Rhodiola Rosea Root Extract', 'Citrus Junos Seed Extract', 'Cyperus Esculentus Root Oil', 'Prunus Insititia Seed Oil', 'Panthenol', 'Ethylhexyl Methoxycinnamate', 'Isopropyl Myristate', 'Parfum (Fragrance)', 'Cyclopentasiloxane', 'Acrylates Copolymer', 'Aqua (Water', 'Eau)', 'Magnesium Carbonate', 'VP/VA Copolymer', 'Triethoxycaprylylsilane', 'Butylene Glycol', 'Alcohol', 'Talc', 'Pentylene Glycol', 'BHT', 'CI 77491', 'CI 77492', 'CI 77499 (Iron Oxides).']",24,23.00,29
Pureology,style-protect-refresh-go-dry-shampoo,/style-protect-refresh-go-dry-shampoo?productId=xlsImpprod18321329,xlsImpprod18321329,https://www.ulta.com/style-protect-refresh-go-dry-shampoo?productId=xlsImpprod18321329,79 reviews,4.90,Price$28.00,['Butanealcohol Denat.Propaneoryza Sativa Starch / Rice Starchaluminum Starch Octenylsuccinateaqua / Water / Eaudiisopropyl Adipatedisteardimonium Hectoriteparfum / Fragrancetocopheryl Acetateascorbyl Palmitatebenzophenone-4Butylene Glycolbenzyl Alcoholbenzyl Salicylatelinaloolhelianthus Annuus Seed Extract / Sunflower Seed Extractcoumarincitronellol.'],79,28.00,1
Paul Mitchell,tea-tree-special-color-shampoo,/tea-tree-special-color-shampoo?productId=xlsImpprod18571071,xlsImpprod18571071,https://www.ulta.com/tea-tree-special-color-shampoo?productId=xlsImpprod18571071,73 reviews,4.80,Price$17.00,"['Aqua (Water', 'Eau)', 'Sodium Lauryl Sulfate', 'Sodium Laureth Sulfate', 'Cocamide MIPA', 'Parfum (Fragrance)', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Lavandula Angustifolia (Lavender) Oil', 'Aspalathus Linearis Leaf Extract', 'Panthenol,\nCocamidopropyl Betaine,\xa0 Oleamidopropyl Betaine', 'Maltodextrin', 'Propylene Glycol', 'Glycol Stearate', 'PEG-150 Distearate', 'Menthyl Lactate', 'Glycerin', 'Polyquaternium-7', 'Citric Acid', 'Tetrasodium EDTA', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Magnesium Nitrate', 'Sodium Benzoate', 'Linalool', 'Limonene,\xa0 CI 16035 (Red 40).']",73,17.00,25
Matrix,biolage-volumebloom-conditioner,/biolage-volumebloom-conditioner?productId=xlsImpprod6490178,xlsImpprod6490178,https://www.ulta.com/biolage-volumebloom-conditioner?productId=xlsImpprod6490178,166 reviews,4.10,Price$30.00,"['Aqua / Water / Eau', 'Cetearyl Alcohol', 'Starch Acetate', 'Behentrimonium Chloride', 'Cetyl Esters', 'Parfum / Fragrance', 'Phenoxyethanol', 'Isopropyl Alcohol', 'Hydroxyethylcellulose', 'Limonene', 'Maltodextrin', 'Chlorhexidine Dihydrochloride', 'Hydrolyzed Soy Protein', 'Hexyl Cinnamal', 'Coumarin', 'Linalool', 'Butylphenyl Methylpropional', 'Benzyl Alcohol', 'Hydroxycitronellal', 'Amyl Cinnamal', 'Gossypium Herbaceum / Cotton Extract.']",166,30.00,21
IGK,travel-size-first-class-charcoal-detox-dry-shampoo,/travel-size-first-class-charcoal-detox-dry-shampoo?productId=pimprod2005561,pimprod2005561,https://www.ulta.com/travel-size-first-class-charcoal-detox-dry-shampoo?productId=pimprod2005561,8 reviews,4.70,Price$14.00,"['Butane', 'Propane', 'SD Alcohol 40-B (Alcohol Denat.)', 'Aluminum Starch Octenylsuccinate', 'Oryza Sativa (Rice) Starch', 'Zeolite', 'Acrylates Copolymer', 'Hydrated Silica', 'Charcoal Powder', 'Sodium Bicarbonate', 'Magnesium Carbonate', 'Diisopropyl Adipate', 'Cellulose', 'Hydroxyethylcellulose', 'Camellia Sinensis Leaf Extract', 'Disteardimonium Hectorite', 'Butylene Glycol', 'Polyquaternium-59', 'Cetrimonium Chloride', 'Sodium Acetate', 'Aqua/Water/Eau', 'Phenoxyethanol', 'Parfum/Fragrance', 'Alpha-Isomethyl Ionone.']",8,14.00,24
Alterna,caviar-anti-aging-restructuring-bond-repair-shampoo,/caviar-anti-aging-restructuring-bond-repair-shampoo?productId=pimprod2000203,pimprod2000203,https://www.ulta.com/caviar-anti-aging-restructuring-bond-repair-shampoo?productId=pimprod2000203,36 reviews,4.00,Price$34.00,"['Water/Aqua/ Eau', 'Disodium Laureth Sulfosuccinate', 'Glycerin', 'Sodium Lauroyl Methyl Isethionate', 'Cocamidopropyl Hydroxysultaine', 'Cocamidopropyl Betaine', 'Acrylates/Vinyl Neodecanoate Crosspolymer', 'Fragrance (Parfum)', 'Glycereth-26', 'Glycol Distearate', 'PEG-175 Diisostearate', 'Benzyl Alcohol', 'Sodium Lauroyl Sarcosinate', 'Cocamidopropylamine Oxide', 'Aminomethyl Propanol', 'Citric Acid', 'Silicone Quaternium-16', 'Hydrogenated Castor Oil/Sebacic Acid Copolymer', 'Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', 'Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', 'PEG-45m', 'Dehydroacetic Acid', 'Butyloctanol', 'Undeceth-11', 'Undeceth-5', 'Polyquaternium-7', 'Ascorbic Acid', 'Butyrospermum Parkii (Shea) Butter', 'Helianthus Annuus (Sunflower) Seed Oil', 'Linum Usitatissimum Seed Oil', 'Polysilicone-15', 'Superoxide Dismutase', 'Tocopheryl Acetate', 'Alaria Esculenta Extract', 'Caprylic/Capric Triglyceride', 'Hydrolyzed Rice Protein', 'Caviar Extract', 'Potassium Benzoate', 'Propylene Glycol', 'Sodium Sorbate', 'Leuconostoc/Radish Root Ferment Filtrate', 'Saccharomyces/Copper Ferment', 'Saccharomyces/Iron Ferment', 'Saccharomyces/Magnesium Ferment', 'Saccharomyces/Silicon Ferment', 'Saccharomyces/Zinc Ferment', 'Phospholipids', 'Hexyl Cinnamal', 'Linalool', 'Limonene', 'Geraniol', 'Coumarin', 'Citral', 'Amyl Cinnamal', 'Benzyl Benzoate', 'Benzyl Alcohol', 'Citronellol.']",36,34.00,57
Matrix,biolage-advanced-fiberstrong-conditioner-fragile-hair,/biolage-advanced-fiberstrong-conditioner-fragile-hair?productId=xlsImpprod6490110,xlsImpprod6490110,https://www.ulta.com/biolage-advanced-fiberstrong-conditioner-fragile-hair?productId=xlsImpprod6490110,120 reviews,4.70,Price$33.00,"['Aqua / Water / Eau', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Amodimethicone', 'Isopropyl Alcohol', 'Parfum / Fragrance', 'Phenoxyethanol', 'Cetyl Esters', 'Lauryl PeG/PPG-18/18 Methicone', 'Caprylic/Capric Triglyceride', 'Trideceth-6', 'Chlorhexidine Dihydrochloride', 'Benzyl Alcohol', 'Dodecene', 'Poloxamer 407', 'Cetrimonium Chloride', 'Hexyl Cinnamal', '2-Oleamido-1,3-Octadecanediol', 'Citric Acid', 'Linalool', 'Bambusa Vulgaris Extract.']",120,33.00,21
Ouidad,curl-quencher-moisturizing-conditioner,/curl-quencher-moisturizing-conditioner?productId=xlsImpprod3780005,xlsImpprod3780005,https://www.ulta.com/curl-quencher-moisturizing-conditioner?productId=xlsImpprod3780005,143 reviews,4.30,Price$20.00,"['Water', 'Cetearyl Alcohol', 'Dicetyldimonium Chloride', 'Panthenol (Provitamin B5)', 'Rosa Canina Fruit Extract', 'Chamomilla Recutita (Matricaria) Extract', 'Echinacea Purpurea Extract', 'Citrus Medica Limonum (Lemon) Extract', 'Algae Extract', 'Aloe Barbadensis Leaf Juice', 'Wheat Amino Acids', 'Amodimethicone', 'Octoxynol-40', 'Isolaureth-6', 'Propylene Glycol', 'Glycerin', 'Behentrimonium Methosulfate', 'Linoleamidopropyl Ethyldimonium Ethosulfate', 'Dimethyl Lauramine Isostearate', 'Polyquaternium-37', 'Propylene Glycol Dicaprylate/Dicaprate', 'PPG-1 Trideceth-6', 'Benzophenone-4', 'Citric Acid', 'Sodium Chloride', 'Methylparaben', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Fragrance.']",143,20.00,29
Living Proof,no-frizz-shampoo,/no-frizz-shampoo?productId=xlsImpprod3420141,xlsImpprod3420141,https://www.ulta.com/no-frizz-shampoo?productId=xlsImpprod3420141,380 reviews,4.50,Price$59.00,"['Water/Eau/Aqua', 'Sodium Lauroyl Methyl Isethionate', 'Cocamidopropyl Betaine', 'Sodium Methyl Cocoyl Taurate', 'Lactamide MEA', 'Glycol Distearate', 'Octafluoropentyl Methacrylate (OFPMA)', 'Behenyl Alcohol', 'Hydrolyzed Wheat Protein', 'PEG-150 Pentaerythrityl Tetrastearate', 'PEG-6 Caprylic/Capric Glycerides', 'PEG-7 Glyceryl Cocoate', 'Polyquaternium-47', 'PEG-200 Hydrogenated Glyceryl Palmate', 'Laureth-4', 'Laureth-23', 'Potassium Sorbate', 'Tetrasodium EDTA', 'Methylchloroisothiazolinone', 'Ethylhexylglycerin', 'Propanediol', 'Methylisothiazolinone', 'Fragrance/Parfum', 'Limonene', 'Hexyl Cinnamal', 'Linalool', 'Citronellol', 'Butylphenyl Methylpropional', 'Magnesium Nitrate', 'Magnesium Chloride.']",380,59.00,30
Matrix,biolage-advanced-full-density-shampoo-thin-hair,/biolage-advanced-full-density-shampoo-thin-hair?productId=xlsImpprod12991095,xlsImpprod12991095,https://www.ulta.com/biolage-advanced-full-density-shampoo-thin-hair?productId=xlsImpprod12991095,191 reviews,4.80,Price$21.00,"['Aqua / Water / Eau', 'Sodium Laureth Sulfate', 'Coco-Betaine', 'Sodium Lauryl Sulfate', 'Hexylene Glycol', 'Sodium Chloride', 'Glycol Distearate', 'Parfum / Fragrance', 'Benzyl Benzoate', 'Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', 'Alcohol Denat.', 'Polyquaternium-30', 'Carbomer', 'Benzyl Alcohol', 'Menthol', 'Biotin', 'Safflower Glucoside', 'Zinc PCA', 'Limonene', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Sodium Hydroxide', 'Citric Acid.']",191,21.00,23
Bumble and bumble,bbhairdressers-invisible-oil-conditioner,/bbhairdressers-invisible-oil-conditioner?productId=xlsImpprod16451008,xlsImpprod16451008,https://www.ulta.com/bbhairdressers-invisible-oil-conditioner?productId=xlsImpprod16451008,36 reviews,4.00,Price$34.00,"['Water\\Aqua\\Eau', 'Cetearyl Alcohol', 'Cetyl Esters', 'Glycerin', 'Butyrospermum Parkii (Shea Butter)', 'Behentrimonium Chloride', 'Vitis Vinifera (Grape) Seed Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Macadamia Integrifolia Seed Oil', 'Cocos Nucifera (Coconut) Oil', 'Gardenia Tahitensis (Tiare) Flower Extract', 'Argania Spinosa Kernel Oil', 'Carthamus Tinctorius (Safflower) Seed Oil', 'Hydroxypropyltrimonium Hydrolyzed Corn Starch', 'Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', 'Hydrolyzed Wheat Protein', 'Hydrolyzed Wheat Starch', 'Dimethicone', 'Sodium Hyaluronate', 'Glyceryl Stearate Se', 'Panthenyl Ethyl Ether', 'Sodium PCA', 'Ethylhexylglycerin', 'Dimethiconol', 'Pantethine', 'Potassium Stearate', 'Sodium Chloride', 'Citric Acid', 'BHT', 'Fragrance (Parfum)', 'Linalool', 'Hexyl Cinnamal', 'Butylphenyl Methylpropional', 'Disodium EDTA', 'Phenoxyethanol.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']",36,34.00,35
Curlsmith,travel-size-curl-quenching-conditioning-wash,/travel-size-curl-quenching-conditioning-wash?productId=pimprod2010530,pimprod2010530,https://www.ulta.com/travel-size-curl-quenching-conditioning-wash?productId=pimprod2010530,36 reviews,4.50,Price$12.00,"['Water (Aqua)', 'Cetearyl Alcohol', 'Hydroxypropyl Starch Phosphate', 'Cetyl Esters', 'Behentrimonium Chloride', 'Cocamidopropyl Betaine', 'Fragrance (Parfum)', 'Butyrospermum Parkii (Shea) Butter', 'Selaginella Lepidophylla (Resurrection Flower) Extract', 'Cocos Nucifera (Coconut) Oil', 'Carapa Guaianensis (Andiroba) Seed Oil', 'Persea Gratissima (Avocado) Oil', 'Salvia Officinalis (Sage) Leaf Extract', 'Ocimum Basilicum (Basil) Leaf Extract', 'Piper Nigrum (Black Pepper) Seed Extract', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Helianthus Annuus (Sunflower) Seed Oil', 'Glycerin', 'Guar Hydroxypropyltrimonium Chloride', 'Panthenol', 'Glyceryl Caprylate', 'Glyceryl Undecylenate', 'Potassium Sorbate', 'Sodium Benzoate', 'Sodium Hydroxide', 'Sodium Chloride', 'Citric Acid', 'Disodium EDTA', 'Limonene', 'Linalool.']",36,12.00,31
Pravana,perfect-blonde-shampoo,/perfect-blonde-shampoo?productId=xlsImpprod14021191,xlsImpprod14021191,https://www.ulta.com/perfect-blonde-shampoo?productId=xlsImpprod14021191,246 reviews,4.80,Price$43.99,"['Water (Aqua/EAU)', 'Sodium Lauryl Sulfoacetate', 'Disodium Laureth Sulfosuccinate', 'Sodium Lauroyl Sarcosinate', 'Cocamidopropyl Hydroxysultaine', 'Sodium Cocoyl Isethionate', 'Cocamidopropylamine Oxide', 'Glycol Stearate', 'Simmondsia Chinensis (Jojoba) Seed Extract', 'Equisetum Arvense Extract', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Arnica Montana Flower Extract', 'Helianthus Annuus (Sunflower) Extract', 'Cocos Nucifera (Coconut) Oil / Gardenia Tahitensis Flower Extract', 'Keratin Amino Acids', 'Wheat Amino Acids', 'Silk Amino Acids', 'Hydrolyzed Keratin', 'Polyquaternium-7', 'Fragrance (Parfum)', 'Panthenol', 'Guar Hydroxypropyltrimonium Chloride', 'Ext. Violet 2 (CI 60730)', 'Citric Acid', 'Methylchloroisothiazolinone', 'Methylisothiazolinone.']",246,43.99,26
Paul Mitchell,tea-tree-scalp-care-anti-thinning-conditioner,/tea-tree-scalp-care-anti-thinning-conditioner?productId=xlsImpprod13881111,xlsImpprod13881111,https://www.ulta.com/tea-tree-scalp-care-anti-thinning-conditioner?productId=xlsImpprod13881111,54 reviews,4.70,Price$21.00,"['Aqua (Water', 'Eau)', 'Cetyl Alcohol', 'Stearyl Alcohol', 'Cetearyl Alcohol', 'Oleyl Alcohol', 'Stearamidopropyl Dimethylamine', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Trifolium Pratense (Clover) Flower Extract', 'Pyridoxine HCl', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Panax Ginseng (Ginseng) Root Extract', 'Curcuma Longa (Turmeric) Root Extract', 'Pisum Sativum (Pea) Peptide', 'Terminalia Ferdinandiana Fruit Extract', 'Leuconostoc/Radish Root Ferment Filtrate', 'Dicetyldimonium Chloride', 'Glyceryl Stearate', 'Amodimethicone/Morpholinomethyl Silsesquioxane Copolymer', 'Propylene Glycol', 'Hydroxyethylcellulose', 'Trideceth-5', 'Disodium EDTA', 'Citric Acid', 'Glycerin', 'Myristyl Alcohol', 'Magnesium Nitrate', 'Cetrimonium Chloride', 'Phenoxyethanol', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Red 40 (Cl 16035)', 'Caramel', 'Parfum (Fragrance)', 'Linalool', 'Geraniol.']",54,21.00,36
Redken,scalp-relief-dandruff-control-shampoo,/scalp-relief-dandruff-control-shampoo?productId=xlsImpprod6420084,xlsImpprod6420084,https://www.ulta.com/scalp-relief-dandruff-control-shampoo?productId=xlsImpprod6420084,269 reviews,4.70,Price$20.00,"['Aqua / Water', 'Sodium Laureth Sulfate', 'Cocamidopropyl Betaine', 'Glycerin', 'Zinc Pyrithione', 'Acrylates Copolymer', 'PEG-55 Propylene Glycol Oleate', 'Disodium Ricinoleamido Mea-Sulfosuccinate', 'Propylene Glycol', 'Glyceryl Laurate', 'Sodium Benzoate', 'Parfum / Fragrance', 'Methylparaben', 'Polyquaternium-10', 'Menthoxypropanediol', 'Butylparaben', 'Ethylparaben', 'Isobutylparaben', 'Propylparaben', 'Hexyl Cinnamal', 'PPG-5-Ceteth-20', 'Linalool', 'Wheat Amino Acids', 'Hydrolyzed Soy Protein', 'Eugenol', 'Limonene', 'Oleth-10', 'Butylphenyl Methylpropional', 'Disodium Cocoamphodipropionate', 'Lecithin', 'Phosphoric Acid', 'Lavandula Angustifolia / Lavender Oil', 'Phenoxyethanol.']",269,20.00,33
Matrix,biolage-hydrasource-conditioning-balm,/biolage-hydrasource-conditioning-balm?productId=xlsImpprod12991105,xlsImpprod12991105,https://www.ulta.com/biolage-hydrasource-conditioning-balm?productId=xlsImpprod12991105,270 reviews,4.50,Price$28.00,"['Aqua / Water / Eau', 'Propylene Glycol', 'Myristyl Alcohol', 'Cetearyl Alcohol', 'Cetrimonium Chloride', 'Decyl Oleate', 'Phenoxyethanol', 'Parfum / Fragrance', 'Methylparaben', 'Aloe Barbadensis / Aloe Barbadensis Leaf Juice', 'Ethylparaben', 'Limonene', 'Hexyl Cinnamal', 'Coumarin', 'Linalool', 'Citric Acid', 'Passiflora Edulis Fruit Juice', 'Bisabolol.']",270,28.00,18
Viviscal,extra-strength-hair-nutrient-tablets,/extra-strength-hair-nutrient-tablets?productId=xlsImpprod3560105,xlsImpprod3560105,https://www.ulta.com/extra-strength-hair-nutrient-tablets?productId=xlsImpprod3560105,254 reviews,4.60,Price$39.99,"['Contains One or More of the Following: Cod', 'English Whiting', 'Shark', 'and Microcrystalline Cellulose', 'Magnesium Stearate', 'Hypromellose', 'Natural Orange Flavor', 'Glycerol.']",254,39.99,8
Redken,one-united-multi-benefit-treatment-spray,/one-united-multi-benefit-treatment-spray?productId=xlsImpprod12541003,xlsImpprod12541003,https://www.ulta.com/one-united-multi-benefit-treatment-spray?productId=xlsImpprod12541003,1458 reviews,4.40,Price$24.00,"['Aqua / Water / Eau', 'Cocos Nucifera Oil / Coconut Oil', 'Amodimethicone', 'Polyquaternium-37', 'Phenoxyethanol', 'Propylene Glycol Dicaprylate / Dicaprate', 'Parfum / Fragrance', 'Acetamide MEA', 'Lactamide MEA', 'Dimethicone PEG-7 Phosphate', 'PPG-1 Trideceth-6', 'Trideceth-6', 'Behentrimonium Chloride', 'Xylose', 'Lactic Acid', 'Ethylhexylglycerin', 'Cetrimonium Chloride', 'Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', 'Citronellol', 'Geraniol', 'Linalool', 'Alpha-Isomethyl Ionone', 'Viola Odorata Extract', 'Viola Odorata Flower / Leaf Extract', 'Sodium Hydroxide.']",1458,24.00,25
Sugarbearhair,hair-vitamins-3-month-supply-set,/hair-vitamins-3-month-supply-set?productId=pimprod2005053,pimprod2005053,https://www.ulta.com/hair-vitamins-3-month-supply-set?productId=pimprod2005053,26 reviews,4.70,Price$84.99,"['Glucose Syrup', 'Sugar', 'Water', 'Pectin', 'Citric Acid', 'Sodium Citrate', 'Natural Flavors', 'For Colors (Titanium Dioxide', 'Blue 1)', 'Coconut Oil', 'Carnauba Wax.']",26,84.99,11
Paul Mitchell,smoothing-super-skinny-serum,/smoothing-super-skinny-serum?productId=xlsImpprod10271295,xlsImpprod10271295,https://www.ulta.com/smoothing-super-skinny-serum?productId=xlsImpprod10271295,488 reviews,4.80,Price$21.00,"['Cyclotetrasiloxane', 'Cyclopentasiloxane', 'Dimethiconol', 'Cyclotrisiloxane', 'Parfum (Fragrance)', 'Hexyl Cinnamal', 'Linalool', 'Benzyl Salicylate', 'Limonene', 'Geraniol', 'Amyl Cinnamal', 'Citronellol.']",488,21.00,12
Living Proof,restore-mask-treatment,/restore-mask-treatment?productId=xlsImpprod3620019,xlsImpprod3620019,https://www.ulta.com/restore-mask-treatment?productId=xlsImpprod3620019,229 reviews,4.80,Price$43.00,"['Water/Eau/Aqua', 'Cetearyl Alcohol', 'Astrocaryum Tucuma Seed Butter', 'Behentrimonium Chloride', 'Octafluoropentyl Methacrylate (OFPMA)', 'PPG-3 Benzyl Ether Myristate', 'PEG-8 Beeswax', 'Guar Hydroxypropyltrimonium Chloride', 'Quaternium-87', 'Polyester-11', 'Hydroxyethylcellulose', 'Euphorbia Cerifera (Candelilla) Wax', 'Ceteareth-33', 'Glycolic Acid', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Fragrance/Parfum', 'Limonene', 'Hexyl Cinnamal', 'Linalool', 'Citronellol', 'Butylphenyl Methylpropional', 'Magnesium Nitrate', 'Magnesium Chloride.']",229,43.00,24
Redken,extreme-play-safe-heat-protection-damage-repair-treatment,/extreme-play-safe-heat-protection-damage-repair-treatment?productId=pimprod2007961,pimprod2007961,https://www.ulta.com/extreme-play-safe-heat-protection-damage-repair-treatment?productId=pimprod2007961,68 reviews,4.80,Price$24.00,"['Glycerin', 'Behentrimonium Chloride', 'Cetrimonium Chloride', 'Amodimethicone', 'Sodium Benzoate', 'Hydrolyzed Wheat Protein', 'Citric Acid', 'Tourmaline', 'Hydrolyzed Corn Protein', 'Hydrolyzed Soy Protein', 'Trideceth-6', 'Chlorhexidine Dihydrochloride', 'Benzyl Benzoate', 'Limonene', 'Benzyl Alcohol', 'Linalool', 'Phenoxyethanol.']",68,24.00,17
It's A 10,miracle-leave-in-product,/miracle-leave-in-product?productId=xlsImpprod6481230,xlsImpprod6481230,https://www.ulta.com/miracle-leave-in-product?productId=xlsImpprod6481230,3081 reviews,4.00,Price$18.99,"['Water', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Propylene Glycol', 'Hydrolyzed Keratin', 'Keratin Amino Acids', 'CyclopentaSiloxane', 'Fragrance', 'Camellia Sinensis Leaf Extract', 'Aloe Barbadensis Leaf Juice', 'Butylene Glycol', 'Helianthus Annuus Seed Extract (Sunflower)', 'Panthenol', 'Quaternium-80', 'Silk Amino Acids', 'Hydroxycitronellal', 'Benzyl Salicylate', 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde', 'Butylphenyl MEthylpropional', 'Linalool', 'Citronellol', 'Limonene', 'Methylparaben', 'Propylparaben', 'Methylchloroisothiazolinone', 'Methylisothiazolinone.']",3081,18.99,26
Sugarbearhair,hair-vitamins,/hair-vitamins?productId=xlsImpprod17731077,xlsImpprod17731077,https://www.ulta.com/hair-vitamins?productId=xlsImpprod17731077,503 reviews,4.70,Price$29.99,"['Glucose Syrup', 'Sugar', 'Water', 'Pectin', 'Citric Acid', 'Sodium Citrate', 'Natural Flavors', 'For Colors (Titanium Dioxide', 'Blue 1)', 'Coconut Oil', 'Carnauba Wax.']",503,29.99,11
